image,report,label
fake_autoencoder1\1835_IM-0539-2001.dcm.png,fake_reports_autoencoder1\1835_IM-0539-2001.dcm.txt,1
fake_autoencoder1\1836_IM-0540-2002.dcm.png,fake_reports_autoencoder1\1836_IM-0540-2002.dcm.txt,1
fake_autoencoder1\1836_IM-0540-3003.dcm.png,fake_reports_autoencoder1\1836_IM-0540-3003.dcm.txt,1
fake_autoencoder1\1837_IM-0541-1001.dcm.png,fake_reports_autoencoder1\1837_IM-0541-1001.dcm.txt,1
fake_autoencoder1\1838_IM-0542-2001.dcm.png,fake_reports_autoencoder1\1838_IM-0542-2001.dcm.txt,1
fake_autoencoder1\1839_IM-0543-12013.dcm.png,fake_reports_autoencoder1\1839_IM-0543-12013.dcm.txt,1
fake_autoencoder1\1839_IM-0543-13014.dcm.png,fake_reports_autoencoder1\1839_IM-0543-13014.dcm.txt,1
fake_autoencoder1\183_IM-0537-1001.dcm.png,fake_reports_autoencoder1\183_IM-0537-1001.dcm.txt,1
fake_autoencoder1\183_IM-0537-1002.dcm.png,fake_reports_autoencoder1\183_IM-0537-1002.dcm.txt,1
fake_autoencoder1\1840_IM-0545-1001.dcm.png,fake_reports_autoencoder1\1840_IM-0545-1001.dcm.txt,1
fake_autoencoder1\1840_IM-0545-2001.dcm.png,fake_reports_autoencoder1\1840_IM-0545-2001.dcm.txt,1
fake_autoencoder1\1841_IM-0545-1001.dcm.png,fake_reports_autoencoder1\1841_IM-0545-1001.dcm.txt,1
fake_autoencoder1\1841_IM-0545-2001.dcm.png,fake_reports_autoencoder1\1841_IM-0545-2001.dcm.txt,1
fake_autoencoder1\1842_IM-0545-1001.dcm.png,fake_reports_autoencoder1\1842_IM-0545-1001.dcm.txt,1
fake_autoencoder1\1842_IM-0545-1002.dcm.png,fake_reports_autoencoder1\1842_IM-0545-1002.dcm.txt,1
fake_autoencoder1\1843_IM-0546-1001.dcm.png,fake_reports_autoencoder1\1843_IM-0546-1001.dcm.txt,1
fake_autoencoder1\1844_IM-0547-1001.dcm.png,fake_reports_autoencoder1\1844_IM-0547-1001.dcm.txt,1
fake_autoencoder1\1844_IM-0547-2001.dcm.png,fake_reports_autoencoder1\1844_IM-0547-2001.dcm.txt,1
fake_autoencoder1\1845_IM-0548-1001.dcm.png,fake_reports_autoencoder1\1845_IM-0548-1001.dcm.txt,1
fake_autoencoder1\1845_IM-0548-4004.dcm.png,fake_reports_autoencoder1\1845_IM-0548-4004.dcm.txt,1
fake_autoencoder1\1846_IM-0549-3001.dcm.png,fake_reports_autoencoder1\1846_IM-0549-3001.dcm.txt,1
fake_autoencoder1\1846_IM-0549-4001.dcm.png,fake_reports_autoencoder1\1846_IM-0549-4001.dcm.txt,1
fake_autoencoder1\1847_IM-0550-1001.dcm.png,fake_reports_autoencoder1\1847_IM-0550-1001.dcm.txt,1
fake_autoencoder1\1847_IM-0550-2001.dcm.png,fake_reports_autoencoder1\1847_IM-0550-2001.dcm.txt,1
fake_autoencoder1\1848_IM-0550-1001.dcm.png,fake_reports_autoencoder1\1848_IM-0550-1001.dcm.txt,1
fake_autoencoder1\1848_IM-0550-2001.dcm.png,fake_reports_autoencoder1\1848_IM-0550-2001.dcm.txt,1
fake_autoencoder1\1849_IM-0550-1001.dcm.png,fake_reports_autoencoder1\1849_IM-0550-1001.dcm.txt,1
fake_autoencoder1\1849_IM-0550-1002.dcm.png,fake_reports_autoencoder1\1849_IM-0550-1002.dcm.txt,1
fake_autoencoder1\184_IM-0544-1001.dcm.png,fake_reports_autoencoder1\184_IM-0544-1001.dcm.txt,1
fake_autoencoder1\184_IM-0544-2001.dcm.png,fake_reports_autoencoder1\184_IM-0544-2001.dcm.txt,1
fake_autoencoder1\1850_IM-0552-2001.dcm.png,fake_reports_autoencoder1\1850_IM-0552-2001.dcm.txt,1
fake_autoencoder1\1851_IM-0553-1001.dcm.png,fake_reports_autoencoder1\1851_IM-0553-1001.dcm.txt,1
fake_autoencoder1\1851_IM-0553-2001.dcm.png,fake_reports_autoencoder1\1851_IM-0553-2001.dcm.txt,1
fake_autoencoder1\1852_IM-0554-1001.dcm.png,fake_reports_autoencoder1\1852_IM-0554-1001.dcm.txt,1
fake_autoencoder1\1852_IM-0554-2001.dcm.png,fake_reports_autoencoder1\1852_IM-0554-2001.dcm.txt,1
fake_autoencoder1\1853_IM-0555-1001.dcm.png,fake_reports_autoencoder1\1853_IM-0555-1001.dcm.txt,1
fake_autoencoder1\1853_IM-0555-2001.dcm.png,fake_reports_autoencoder1\1853_IM-0555-2001.dcm.txt,1
fake_autoencoder1\1854_IM-0555-1001.dcm.png,fake_reports_autoencoder1\1854_IM-0555-1001.dcm.txt,1
fake_autoencoder1\1854_IM-0555-2001.dcm.png,fake_reports_autoencoder1\1854_IM-0555-2001.dcm.txt,1
fake_autoencoder1\1855_IM-0555-1001.dcm.png,fake_reports_autoencoder1\1855_IM-0555-1001.dcm.txt,1
fake_autoencoder1\1855_IM-0555-2001.dcm.png,fake_reports_autoencoder1\1855_IM-0555-2001.dcm.txt,1
fake_autoencoder1\1856_IM-0556-1001.dcm.png,fake_reports_autoencoder1\1856_IM-0556-1001.dcm.txt,1
fake_autoencoder1\1857_IM-0556-1001.dcm.png,fake_reports_autoencoder1\1857_IM-0556-1001.dcm.txt,1
fake_autoencoder1\1857_IM-0556-4004.dcm.png,fake_reports_autoencoder1\1857_IM-0556-4004.dcm.txt,1
fake_autoencoder1\1859_IM-0557-12001.dcm.png,fake_reports_autoencoder1\1859_IM-0557-12001.dcm.txt,1
fake_autoencoder1\1859_IM-0557-3001.dcm.png,fake_reports_autoencoder1\1859_IM-0557-3001.dcm.txt,1
fake_autoencoder1\185_IM-0551-1001.dcm.png,fake_reports_autoencoder1\185_IM-0551-1001.dcm.txt,1
fake_autoencoder1\185_IM-0551-2001.dcm.png,fake_reports_autoencoder1\185_IM-0551-2001.dcm.txt,1
fake_autoencoder1\1860_IM-0558-1001.dcm.png,fake_reports_autoencoder1\1860_IM-0558-1001.dcm.txt,1
fake_autoencoder1\1860_IM-0558-2001.dcm.png,fake_reports_autoencoder1\1860_IM-0558-2001.dcm.txt,1
fake_autoencoder1\1861_IM-0558-1001.dcm.png,fake_reports_autoencoder1\1861_IM-0558-1001.dcm.txt,1
fake_autoencoder1\1861_IM-0558-2001.dcm.png,fake_reports_autoencoder1\1861_IM-0558-2001.dcm.txt,1
fake_autoencoder1\1863_IM-0558-1001.dcm.png,fake_reports_autoencoder1\1863_IM-0558-1001.dcm.txt,1
fake_autoencoder1\1863_IM-0558-3001.dcm.png,fake_reports_autoencoder1\1863_IM-0558-3001.dcm.txt,1
fake_autoencoder1\1864_IM-0558-1001.dcm.png,fake_reports_autoencoder1\1864_IM-0558-1001.dcm.txt,1
fake_autoencoder1\1864_IM-0558-3001.dcm.png,fake_reports_autoencoder1\1864_IM-0558-3001.dcm.txt,1
fake_autoencoder1\1865_IM-0558-1001.dcm.png,fake_reports_autoencoder1\1865_IM-0558-1001.dcm.txt,1
fake_autoencoder1\1865_IM-0558-2001.dcm.png,fake_reports_autoencoder1\1865_IM-0558-2001.dcm.txt,1
fake_autoencoder1\1866_IM-0559-1001.dcm.png,fake_reports_autoencoder1\1866_IM-0559-1001.dcm.txt,1
fake_autoencoder1\1866_IM-0559-2001.dcm.png,fake_reports_autoencoder1\1866_IM-0559-2001.dcm.txt,1
fake_autoencoder1\1867_IM-0560-1001.dcm.png,fake_reports_autoencoder1\1867_IM-0560-1001.dcm.txt,1
fake_autoencoder1\1867_IM-0560-4004.dcm.png,fake_reports_autoencoder1\1867_IM-0560-4004.dcm.txt,1
fake_autoencoder1\1868_IM-0561-1001.dcm.png,fake_reports_autoencoder1\1868_IM-0561-1001.dcm.txt,1
fake_autoencoder1\1868_IM-0561-2001.dcm.png,fake_reports_autoencoder1\1868_IM-0561-2001.dcm.txt,1
fake_autoencoder1\186_IM-0558-1001.dcm.png,fake_reports_autoencoder1\186_IM-0558-1001.dcm.txt,1
fake_autoencoder1\186_IM-0558-2001.dcm.png,fake_reports_autoencoder1\186_IM-0558-2001.dcm.txt,1
fake_autoencoder1\1870_IM-0563-1001.dcm.png,fake_reports_autoencoder1\1870_IM-0563-1001.dcm.txt,1
fake_autoencoder1\1870_IM-0563-2001.dcm.png,fake_reports_autoencoder1\1870_IM-0563-2001.dcm.txt,1
fake_autoencoder1\1871_IM-0564-1001.dcm.png,fake_reports_autoencoder1\1871_IM-0564-1001.dcm.txt,1
fake_autoencoder1\1871_IM-0564-2001.dcm.png,fake_reports_autoencoder1\1871_IM-0564-2001.dcm.txt,1
fake_autoencoder1\1872_IM-0565-1001.dcm.png,fake_reports_autoencoder1\1872_IM-0565-1001.dcm.txt,1
fake_autoencoder1\1873_IM-0565-1001.dcm.png,fake_reports_autoencoder1\1873_IM-0565-1001.dcm.txt,1
fake_autoencoder1\1873_IM-0565-2001.dcm.png,fake_reports_autoencoder1\1873_IM-0565-2001.dcm.txt,1
fake_autoencoder1\1874_IM-0565-1001.dcm.png,fake_reports_autoencoder1\1874_IM-0565-1001.dcm.txt,1
fake_autoencoder1\1874_IM-0565-2001.dcm.png,fake_reports_autoencoder1\1874_IM-0565-2001.dcm.txt,1
fake_autoencoder1\1875_IM-0566-2001.dcm.png,fake_reports_autoencoder1\1875_IM-0566-2001.dcm.txt,1
fake_autoencoder1\1875_IM-0566-3001.dcm.png,fake_reports_autoencoder1\1875_IM-0566-3001.dcm.txt,1
fake_autoencoder1\1876_IM-0567-1001.dcm.png,fake_reports_autoencoder1\1876_IM-0567-1001.dcm.txt,1
fake_autoencoder1\1876_IM-0567-2001.dcm.png,fake_reports_autoencoder1\1876_IM-0567-2001.dcm.txt,1
fake_autoencoder1\1877_IM-0568-1001.dcm.png,fake_reports_autoencoder1\1877_IM-0568-1001.dcm.txt,1
fake_autoencoder1\1877_IM-0568-2001.dcm.png,fake_reports_autoencoder1\1877_IM-0568-2001.dcm.txt,1
fake_autoencoder1\1878_IM-0569-1001.dcm.png,fake_reports_autoencoder1\1878_IM-0569-1001.dcm.txt,1
fake_autoencoder1\1878_IM-0569-2001.dcm.png,fake_reports_autoencoder1\1878_IM-0569-2001.dcm.txt,1
fake_autoencoder1\1879_IM-0569-1001.dcm.png,fake_reports_autoencoder1\1879_IM-0569-1001.dcm.txt,1
fake_autoencoder1\1879_IM-0569-1002.dcm.png,fake_reports_autoencoder1\1879_IM-0569-1002.dcm.txt,1
fake_autoencoder1\187_IM-0563-1001.dcm.png,fake_reports_autoencoder1\187_IM-0563-1001.dcm.txt,1
fake_autoencoder1\187_IM-0563-2001.dcm.png,fake_reports_autoencoder1\187_IM-0563-2001.dcm.txt,1
fake_autoencoder1\1880_IM-0569-1001.dcm.png,fake_reports_autoencoder1\1880_IM-0569-1001.dcm.txt,1
fake_autoencoder1\1881_IM-0570-2001.dcm.png,fake_reports_autoencoder1\1881_IM-0570-2001.dcm.txt,1
fake_autoencoder1\1881_IM-0570-3001.dcm.png,fake_reports_autoencoder1\1881_IM-0570-3001.dcm.txt,1
fake_autoencoder1\1882_IM-0571-1001.dcm.png,fake_reports_autoencoder1\1882_IM-0571-1001.dcm.txt,1
fake_autoencoder1\1882_IM-0571-1002.dcm.png,fake_reports_autoencoder1\1882_IM-0571-1002.dcm.txt,1
fake_autoencoder1\1883_IM-0572-1001.dcm.png,fake_reports_autoencoder1\1883_IM-0572-1001.dcm.txt,1
fake_autoencoder1\1883_IM-0572-2001.dcm.png,fake_reports_autoencoder1\1883_IM-0572-2001.dcm.txt,1
fake_autoencoder1\1884_IM-0573-1001.dcm.png,fake_reports_autoencoder1\1884_IM-0573-1001.dcm.txt,1
fake_autoencoder1\1884_IM-0573-12012.dcm.png,fake_reports_autoencoder1\1884_IM-0573-12012.dcm.txt,1
fake_autoencoder1\1884_IM-0573-3003.dcm.png,fake_reports_autoencoder1\1884_IM-0573-3003.dcm.txt,1
fake_autoencoder1\1885_IM-0574-1001.dcm.png,fake_reports_autoencoder1\1885_IM-0574-1001.dcm.txt,1
fake_autoencoder1\1885_IM-0574-2001.dcm.png,fake_reports_autoencoder1\1885_IM-0574-2001.dcm.txt,1
fake_autoencoder1\1886_IM-0574-1001.dcm.png,fake_reports_autoencoder1\1886_IM-0574-1001.dcm.txt,1
fake_autoencoder1\1886_IM-0574-2001.dcm.png,fake_reports_autoencoder1\1886_IM-0574-2001.dcm.txt,1
fake_autoencoder1\1887_IM-0575-1001.dcm.png,fake_reports_autoencoder1\1887_IM-0575-1001.dcm.txt,1
fake_autoencoder1\1888_IM-0576-1001.dcm.png,fake_reports_autoencoder1\1888_IM-0576-1001.dcm.txt,1
fake_autoencoder1\1888_IM-0576-4004.dcm.png,fake_reports_autoencoder1\1888_IM-0576-4004.dcm.txt,1
fake_autoencoder1\1889_IM-0577-1001.dcm.png,fake_reports_autoencoder1\1889_IM-0577-1001.dcm.txt,1
fake_autoencoder1\1889_IM-0577-2001.dcm.png,fake_reports_autoencoder1\1889_IM-0577-2001.dcm.txt,1
fake_autoencoder1\188_IM-0569-1001.dcm.png,fake_reports_autoencoder1\188_IM-0569-1001.dcm.txt,1
fake_autoencoder1\188_IM-0569-1002.dcm.png,fake_reports_autoencoder1\188_IM-0569-1002.dcm.txt,1
fake_autoencoder1\1891_IM-0580-1001.dcm.png,fake_reports_autoencoder1\1891_IM-0580-1001.dcm.txt,1
fake_autoencoder1\1891_IM-0580-1002.dcm.png,fake_reports_autoencoder1\1891_IM-0580-1002.dcm.txt,1
fake_autoencoder1\1892_IM-0580-1001.dcm.png,fake_reports_autoencoder1\1892_IM-0580-1001.dcm.txt,1
fake_autoencoder1\1892_IM-0580-2001.dcm.png,fake_reports_autoencoder1\1892_IM-0580-2001.dcm.txt,1
fake_autoencoder1\1893_IM-0580-1001.dcm.png,fake_reports_autoencoder1\1893_IM-0580-1001.dcm.txt,1
fake_autoencoder1\1893_IM-0580-2001.dcm.png,fake_reports_autoencoder1\1893_IM-0580-2001.dcm.txt,1
fake_autoencoder1\1894_IM-0581-1001.dcm.png,fake_reports_autoencoder1\1894_IM-0581-1001.dcm.txt,1
fake_autoencoder1\1894_IM-0581-2001.dcm.png,fake_reports_autoencoder1\1894_IM-0581-2001.dcm.txt,1
fake_autoencoder1\1895_IM-0581-1001.dcm.png,fake_reports_autoencoder1\1895_IM-0581-1001.dcm.txt,1
fake_autoencoder1\1895_IM-0581-2001.dcm.png,fake_reports_autoencoder1\1895_IM-0581-2001.dcm.txt,1
fake_autoencoder1\1896_IM-0581-1001.dcm.png,fake_reports_autoencoder1\1896_IM-0581-1001.dcm.txt,1
fake_autoencoder1\1896_IM-0581-2001.dcm.png,fake_reports_autoencoder1\1896_IM-0581-2001.dcm.txt,1
fake_autoencoder1\1897_IM-0581-1001.dcm.png,fake_reports_autoencoder1\1897_IM-0581-1001.dcm.txt,1
fake_autoencoder1\1898_IM-0581-1001.dcm.png,fake_reports_autoencoder1\1898_IM-0581-1001.dcm.txt,1
fake_autoencoder1\1898_IM-0581-2001.dcm.png,fake_reports_autoencoder1\1898_IM-0581-2001.dcm.txt,1
fake_autoencoder1\1899_IM-0582-1001.dcm.png,fake_reports_autoencoder1\1899_IM-0582-1001.dcm.txt,1
fake_autoencoder1\1899_IM-0582-1003.dcm.png,fake_reports_autoencoder1\1899_IM-0582-1003.dcm.txt,1
fake_autoencoder1\189_IM-0578-1001.dcm.png,fake_reports_autoencoder1\189_IM-0578-1001.dcm.txt,1
fake_autoencoder1\189_IM-0578-2001.dcm.png,fake_reports_autoencoder1\189_IM-0578-2001.dcm.txt,1
fake_autoencoder1\18_IM-0520-1001.dcm.png,fake_reports_autoencoder1\18_IM-0520-1001.dcm.txt,1
fake_autoencoder1\18_IM-0520-2001.dcm.png,fake_reports_autoencoder1\18_IM-0520-2001.dcm.txt,1
fake_autoencoder1\1900_IM-0584-1001.dcm.png,fake_reports_autoencoder1\1900_IM-0584-1001.dcm.txt,1
fake_autoencoder1\1900_IM-0584-2001.dcm.png,fake_reports_autoencoder1\1900_IM-0584-2001.dcm.txt,1
fake_autoencoder1\1901_IM-0585-1001.dcm.png,fake_reports_autoencoder1\1901_IM-0585-1001.dcm.txt,1
fake_autoencoder1\1901_IM-0585-3001.dcm.png,fake_reports_autoencoder1\1901_IM-0585-3001.dcm.txt,1
fake_autoencoder1\1902_IM-0586-1001.dcm.png,fake_reports_autoencoder1\1902_IM-0586-1001.dcm.txt,1
fake_autoencoder1\1902_IM-0586-2001.dcm.png,fake_reports_autoencoder1\1902_IM-0586-2001.dcm.txt,1
fake_autoencoder1\1903_IM-0586-1001.dcm.png,fake_reports_autoencoder1\1903_IM-0586-1001.dcm.txt,1
fake_autoencoder1\1903_IM-0586-2001.dcm.png,fake_reports_autoencoder1\1903_IM-0586-2001.dcm.txt,1
fake_autoencoder1\1904_IM-0586-1001.dcm.png,fake_reports_autoencoder1\1904_IM-0586-1001.dcm.txt,1
fake_autoencoder1\1904_IM-0586-1002.dcm.png,fake_reports_autoencoder1\1904_IM-0586-1002.dcm.txt,1
fake_autoencoder1\1905_IM-0587-1001.dcm.png,fake_reports_autoencoder1\1905_IM-0587-1001.dcm.txt,1
fake_autoencoder1\1905_IM-0587-2001.dcm.png,fake_reports_autoencoder1\1905_IM-0587-2001.dcm.txt,1
fake_autoencoder1\1906_IM-0588-2001.dcm.png,fake_reports_autoencoder1\1906_IM-0588-2001.dcm.txt,1
fake_autoencoder1\1906_IM-0588-4004.dcm.png,fake_reports_autoencoder1\1906_IM-0588-4004.dcm.txt,1
fake_autoencoder1\1907_IM-0589-1001.dcm.png,fake_reports_autoencoder1\1907_IM-0589-1001.dcm.txt,1
fake_autoencoder1\1907_IM-0589-2001.dcm.png,fake_reports_autoencoder1\1907_IM-0589-2001.dcm.txt,1
fake_autoencoder1\1908_IM-0590-1001.dcm.png,fake_reports_autoencoder1\1908_IM-0590-1001.dcm.txt,1
fake_autoencoder1\1908_IM-0590-2001.dcm.png,fake_reports_autoencoder1\1908_IM-0590-2001.dcm.txt,1
fake_autoencoder1\1909_IM-0590-1001.dcm.png,fake_reports_autoencoder1\1909_IM-0590-1001.dcm.txt,1
fake_autoencoder1\1909_IM-0590-1002.dcm.png,fake_reports_autoencoder1\1909_IM-0590-1002.dcm.txt,1
fake_autoencoder1\190_IM-0583-1001.dcm.png,fake_reports_autoencoder1\190_IM-0583-1001.dcm.txt,1
fake_autoencoder1\190_IM-0583-3001.dcm.png,fake_reports_autoencoder1\190_IM-0583-3001.dcm.txt,1
fake_autoencoder1\1910_IM-0592-2001.dcm.png,fake_reports_autoencoder1\1910_IM-0592-2001.dcm.txt,1
fake_autoencoder1\1910_IM-0592-3001.dcm.png,fake_reports_autoencoder1\1910_IM-0592-3001.dcm.txt,1
fake_autoencoder1\1910_IM-0592-4001.dcm.png,fake_reports_autoencoder1\1910_IM-0592-4001.dcm.txt,1
fake_autoencoder1\1911_IM-0593-1001.dcm.png,fake_reports_autoencoder1\1911_IM-0593-1001.dcm.txt,1
fake_autoencoder1\1911_IM-0593-1002.dcm.png,fake_reports_autoencoder1\1911_IM-0593-1002.dcm.txt,1
fake_autoencoder1\1912_IM-0594-1001.dcm.png,fake_reports_autoencoder1\1912_IM-0594-1001.dcm.txt,1
fake_autoencoder1\1912_IM-0594-2001.dcm.png,fake_reports_autoencoder1\1912_IM-0594-2001.dcm.txt,1
fake_autoencoder1\1913_IM-0595-1001.dcm.png,fake_reports_autoencoder1\1913_IM-0595-1001.dcm.txt,1
fake_autoencoder1\1913_IM-0595-1002.dcm.png,fake_reports_autoencoder1\1913_IM-0595-1002.dcm.txt,1
fake_autoencoder1\1914_IM-0595-1001.dcm.png,fake_reports_autoencoder1\1914_IM-0595-1001.dcm.txt,1
fake_autoencoder1\1914_IM-0595-2001.dcm.png,fake_reports_autoencoder1\1914_IM-0595-2001.dcm.txt,1
fake_autoencoder1\1915_IM-0595-1001.dcm.png,fake_reports_autoencoder1\1915_IM-0595-1001.dcm.txt,1
fake_autoencoder1\1915_IM-0595-1002.dcm.png,fake_reports_autoencoder1\1915_IM-0595-1002.dcm.txt,1
fake_autoencoder1\1916_IM-0595-1001.dcm.png,fake_reports_autoencoder1\1916_IM-0595-1001.dcm.txt,1
fake_autoencoder1\1916_IM-0595-2001.dcm.png,fake_reports_autoencoder1\1916_IM-0595-2001.dcm.txt,1
fake_autoencoder1\1918_IM-0597-2001.dcm.png,fake_reports_autoencoder1\1918_IM-0597-2001.dcm.txt,1
fake_autoencoder1\1918_IM-0597-3001.dcm.png,fake_reports_autoencoder1\1918_IM-0597-3001.dcm.txt,1
fake_autoencoder1\1919_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1919_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1919_IM-0598-2001.dcm.png,fake_reports_autoencoder1\1919_IM-0598-2001.dcm.txt,1
fake_autoencoder1\1919_IM-0598-3001.dcm.png,fake_reports_autoencoder1\1919_IM-0598-3001.dcm.txt,1
fake_autoencoder1\191_IM-0591-1001.dcm.png,fake_reports_autoencoder1\191_IM-0591-1001.dcm.txt,1
fake_autoencoder1\191_IM-0591-2001.dcm.png,fake_reports_autoencoder1\191_IM-0591-2001.dcm.txt,1
fake_autoencoder1\1920_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1920_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1920_IM-0598-2001.dcm.png,fake_reports_autoencoder1\1920_IM-0598-2001.dcm.txt,1
fake_autoencoder1\1921_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1921_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1921_IM-0598-2001.dcm.png,fake_reports_autoencoder1\1921_IM-0598-2001.dcm.txt,1
fake_autoencoder1\1922_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1922_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1922_IM-0598-1002.dcm.png,fake_reports_autoencoder1\1922_IM-0598-1002.dcm.txt,1
fake_autoencoder1\1923_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1923_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1923_IM-0598-2001.dcm.png,fake_reports_autoencoder1\1923_IM-0598-2001.dcm.txt,1
fake_autoencoder1\1924_IM-0598-1001.dcm.png,fake_reports_autoencoder1\1924_IM-0598-1001.dcm.txt,1
fake_autoencoder1\1924_IM-0598-4004.dcm.png,fake_reports_autoencoder1\1924_IM-0598-4004.dcm.txt,1
fake_autoencoder1\1925_IM-0599-1001.dcm.png,fake_reports_autoencoder1\1925_IM-0599-1001.dcm.txt,1
fake_autoencoder1\1925_IM-0599-3003.dcm.png,fake_reports_autoencoder1\1925_IM-0599-3003.dcm.txt,1
fake_autoencoder1\1926_IM-0600-1001.dcm.png,fake_reports_autoencoder1\1926_IM-0600-1001.dcm.txt,1
fake_autoencoder1\1926_IM-0600-2001.dcm.png,fake_reports_autoencoder1\1926_IM-0600-2001.dcm.txt,1
fake_autoencoder1\1927_IM-0600-1001.dcm.png,fake_reports_autoencoder1\1927_IM-0600-1001.dcm.txt,1
fake_autoencoder1\1927_IM-0600-2001.dcm.png,fake_reports_autoencoder1\1927_IM-0600-2001.dcm.txt,1
fake_autoencoder1\1928_IM-0600-1001.dcm.png,fake_reports_autoencoder1\1928_IM-0600-1001.dcm.txt,1
fake_autoencoder1\1928_IM-0600-2001.dcm.png,fake_reports_autoencoder1\1928_IM-0600-2001.dcm.txt,1
fake_autoencoder1\1929_IM-0600-1001.dcm.png,fake_reports_autoencoder1\1929_IM-0600-1001.dcm.txt,1
fake_autoencoder1\1929_IM-0600-2001.dcm.png,fake_reports_autoencoder1\1929_IM-0600-2001.dcm.txt,1
fake_autoencoder1\192_IM-0598-1001.dcm.png,fake_reports_autoencoder1\192_IM-0598-1001.dcm.txt,1
fake_autoencoder1\192_IM-0598-1002.dcm.png,fake_reports_autoencoder1\192_IM-0598-1002.dcm.txt,1
fake_autoencoder1\1930_IM-0602-1001-0001.dcm.png,fake_reports_autoencoder1\1930_IM-0602-1001-0001.dcm.txt,1
fake_autoencoder1\1930_IM-0602-1001-0002.dcm.png,fake_reports_autoencoder1\1930_IM-0602-1001-0002.dcm.txt,1
fake_autoencoder1\1931_IM-0602-1001.dcm.png,fake_reports_autoencoder1\1931_IM-0602-1001.dcm.txt,1
fake_autoencoder1\1931_IM-0602-2001.dcm.png,fake_reports_autoencoder1\1931_IM-0602-2001.dcm.txt,1
fake_autoencoder1\1932_IM-0603-2001.dcm.png,fake_reports_autoencoder1\1932_IM-0603-2001.dcm.txt,1
fake_autoencoder1\1932_IM-0603-3001.dcm.png,fake_reports_autoencoder1\1932_IM-0603-3001.dcm.txt,1
fake_autoencoder1\1933_IM-0604-1001.dcm.png,fake_reports_autoencoder1\1933_IM-0604-1001.dcm.txt,1
fake_autoencoder1\1933_IM-0604-1002.dcm.png,fake_reports_autoencoder1\1933_IM-0604-1002.dcm.txt,1
fake_autoencoder1\1934_IM-0604-1001.dcm.png,fake_reports_autoencoder1\1934_IM-0604-1001.dcm.txt,1
fake_autoencoder1\1934_IM-0604-2001.dcm.png,fake_reports_autoencoder1\1934_IM-0604-2001.dcm.txt,1
fake_autoencoder1\1935_IM-0605-0001-0001.dcm.png,fake_reports_autoencoder1\1935_IM-0605-0001-0001.dcm.txt,1
fake_autoencoder1\1935_IM-0605-0001-0002.dcm.png,fake_reports_autoencoder1\1935_IM-0605-0001-0002.dcm.txt,1
fake_autoencoder1\1936_IM-0606-1001.dcm.png,fake_reports_autoencoder1\1936_IM-0606-1001.dcm.txt,1
fake_autoencoder1\1936_IM-0606-2001.dcm.png,fake_reports_autoencoder1\1936_IM-0606-2001.dcm.txt,1
fake_autoencoder1\1937_IM-0607-1001.dcm.png,fake_reports_autoencoder1\1937_IM-0607-1001.dcm.txt,1
fake_autoencoder1\1937_IM-0607-2001.dcm.png,fake_reports_autoencoder1\1937_IM-0607-2001.dcm.txt,1
fake_autoencoder1\1938_IM-0608-1001.dcm.png,fake_reports_autoencoder1\1938_IM-0608-1001.dcm.txt,1
fake_autoencoder1\1938_IM-0608-2001.dcm.png,fake_reports_autoencoder1\1938_IM-0608-2001.dcm.txt,1
fake_autoencoder1\1939_IM-0609-1001.dcm.png,fake_reports_autoencoder1\1939_IM-0609-1001.dcm.txt,1
fake_autoencoder1\193_IM-0601-1001.dcm.png,fake_reports_autoencoder1\193_IM-0601-1001.dcm.txt,1
fake_autoencoder1\193_IM-0601-2001.dcm.png,fake_reports_autoencoder1\193_IM-0601-2001.dcm.txt,1
fake_autoencoder1\1940_IM-0610-2002.dcm.png,fake_reports_autoencoder1\1940_IM-0610-2002.dcm.txt,1
fake_autoencoder1\1940_IM-0610-3003.dcm.png,fake_reports_autoencoder1\1940_IM-0610-3003.dcm.txt,1
fake_autoencoder1\1941_IM-0610-2001.dcm.png,fake_reports_autoencoder1\1941_IM-0610-2001.dcm.txt,1
fake_autoencoder1\1942_IM-0611-0001-0001.dcm.png,fake_reports_autoencoder1\1942_IM-0611-0001-0001.dcm.txt,1
fake_autoencoder1\1943_IM-0612-1001.dcm.png,fake_reports_autoencoder1\1943_IM-0612-1001.dcm.txt,1
fake_autoencoder1\1943_IM-0612-2001.dcm.png,fake_reports_autoencoder1\1943_IM-0612-2001.dcm.txt,1
fake_autoencoder1\1944_IM-0613-1001.dcm.png,fake_reports_autoencoder1\1944_IM-0613-1001.dcm.txt,1
fake_autoencoder1\1944_IM-0613-2001.dcm.png,fake_reports_autoencoder1\1944_IM-0613-2001.dcm.txt,1
fake_autoencoder1\1945_IM-0614-2001.dcm.png,fake_reports_autoencoder1\1945_IM-0614-2001.dcm.txt,1
fake_autoencoder1\1945_IM-0614-9001.dcm.png,fake_reports_autoencoder1\1945_IM-0614-9001.dcm.txt,1
