image,label
D:\Desktop\gan_fake_dataset\gan_fake_3156.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1715_IM-0473-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5967.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2647_IM-1132-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1762.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4940.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5965.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3552_IM-1741-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6214.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6833.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\861_IM-2382-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3340.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1847.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3183_IM-1502-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4233.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1453.png,1
D:\Desktop\gan_fake_dataset\gan_fake_60.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3566_IM-1751-12012.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_885.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6373.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3814.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4054.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2260_IM-0852-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2397_IM-0946-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3389.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1709_IM-0467-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2692_IM-1164-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1866_IM-0559-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4226.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2797.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1494.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5673.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3954.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2474_IM-1003-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6568.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1130_IM-0087-3003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_791.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\749_IM-2302-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_146.png,1
D:\Desktop\gan_fake_dataset\gan_fake_68.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1811_IM-0525-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1429_IM-0275-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_506.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1004_IM-0005-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1151_IM-0102-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3755_IM-1879-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3449.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1336.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2396_IM-0945-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\396_IM-2024-2002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1897_IM-0581-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2606_IM-1096-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3193.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2154_IM-0774-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4596.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1648_IM-0425-0001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3763.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4043.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5255.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2005.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\711_IM-2273-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1845.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1799.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2980.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6788.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3214_IM-1519-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3073_IM-1434-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2074_IM-0708-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3135_IM-1474-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1542.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2014.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2657.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\407_IM-2054-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1260.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1547.png,1
D:\Desktop\gan_fake_dataset\gan_fake_165.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2041.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6389.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2694_IM-1165-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3620.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3442_IM-1667-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3909_IM-1986-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3014_IM-1392-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2341_IM-0907-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2937_IM-1339-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1260_IM-0176-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5627.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1772.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1654_IM-0430-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3937.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3072.png,1
D:\Desktop\gan_fake_dataset\gan_fake_14.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1228_IM-0151-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\111_IM-0076-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1968.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1197_IM-0131-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3018_IM-1393-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3036.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1825_IM-0535-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3068_IM-1431-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4730.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4282.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5947.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1646_IM-0423-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2131.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2026.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3722_IM-1859-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2373.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1414_IM-0264-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1100_IM-0068-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2550.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5582.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3018.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\999_IM-2480-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3323.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3454.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2579.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2805_IM-1235-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2342.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4555.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\533_IM-2140-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3724_IM-1860-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1615_IM-0398-4004.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\951_IM-2447-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6921.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\939_IM-2435-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2740.png,1
D:\Desktop\gan_fake_dataset\gan_fake_137.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2672.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2246.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3032.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1387.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2077.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1568_IM-0371-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6925.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1346_IM-0224-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3589_IM-1767-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1743.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1519_IM-0335-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6903.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2196.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1760.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3535_IM-1728-0001-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1821_IM-0532-1003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6465.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3480_IM-1691-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3315_IM-1586-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3860_IM-1954-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_933.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1720_IM-0475-0001-0001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2542_IM-1053-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5327.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1397_IM-0253-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2449_IM-0984-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\813_IM-2344-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2896.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1641_IM-0420-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\648_IM-2226-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3567_IM-1752-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3256_IM-1543-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3438.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\170_IM-0461-0001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5573.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1375.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1364_IM-0237-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2387.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3767_IM-1886-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4585.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\118_IM-0123-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2113_IM-0742-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1081.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5303.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\332_IM-1588-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_264.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3718.png,1
D:\Desktop\gan_fake_dataset\gan_fake_561.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2425.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\818_IM-2349-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2302_IM-0882-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_293.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2440.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2495_IM-1021-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3059_IM-1425-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6526.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2009.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2818_IM-1242-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2642.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5244.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1391.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6728.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4569.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6414.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3678_IM-1831-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3797_IM-1910-0001-0003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3894_IM-1976-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4091.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1569_IM-0372-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_631.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\273_IM-1188-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\237_IM-0930-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_61.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5537.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1007_IM-0008-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\253_IM-1045-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_575.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2648.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1703_IM-0463-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3698_IM-1846-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1721_IM-0476-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3936.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3582_IM-1761-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3933_IM-2004-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5639.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2406_IM-0954-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3413_IM-1650-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\172_IM-0474-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2715_IM-1180-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1380_IM-0245-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2530.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1358_IM-0232-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2592.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\333_IM-1594-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1831_IM-0538-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\519_IM-2131-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\119_IM-0128-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3752_IM-1876-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4536.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6156.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1126_IM-0082-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2106_IM-0736-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2483.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3114_IM-1462-1003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2586_IM-1083-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5786.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4717.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\921_IM-2423-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3451.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\749_IM-2302-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\854_IM-2376-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\462_IM-2090-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1411_IM-0261-0001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1897.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1150_IM-0102-1003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1946_IM-0615-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2918.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3183.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1878_IM-0569-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4135.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4465.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3751_IM-1875-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\801_IM-2335-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3485_IM-1694-3003.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5718.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3275_IM-1556-1002001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6762.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3651_IM-1813-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_20.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3337_IM-1598-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2020.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5563.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\355_IM-1739-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1207.png,1
D:\Desktop\gan_fake_dataset\gan_fake_988.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4649.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3018_IM-1393-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1866_IM-0559-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2375_IM-0936-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3341_IM-1602-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_785.png,1
D:\Desktop\gan_fake_dataset\gan_fake_668.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2055.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4621.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2063_IM-0700-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5697.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3617_IM-1789-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\257_IM-1072-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3162_IM-1487-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3753.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1085.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3163.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3023_IM-1398-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5766.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5382.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3079_IM-1438-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2184_IM-0795-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5539.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\191_IM-0591-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1014.png,1
D:\Desktop\gan_fake_dataset\gan_fake_842.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3247_IM-1538-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3353_IM-1609-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1302_IM-0198-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1234.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5511.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3884.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\457_IM-2088-1001-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2006_IM-0656-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3918_IM-1992-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_509.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1863_IM-0558-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_876.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4922.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6322.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1935_IM-0605-0001-0001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\348_IM-1690-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1810.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1134.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3332_IM-1596-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3902_IM-1981-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\181_IM-0524-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1405.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5202.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1816_IM-0528-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1714_IM-0472-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2877_IM-1283-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2101.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5721.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2542_IM-1053-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3038_IM-1411-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_695.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3767_IM-1886-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1090_IM-0062-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3509_IM-1711-0001-0002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1295_IM-0194-3003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1412_IM-0262-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_999.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3001.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3745_IM-1872-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4945.png,1
D:\Desktop\gan_fake_dataset\gan_fake_986.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3380_IM-1628-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3444_IM-1667-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\969_IM-2459-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2568_IM-1070-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1355_IM-0230-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_275.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5663.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3422_IM-1656-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6044.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6957.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3775.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5569.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2732.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2084_IM-0715-2001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3049.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\405_IM-2053-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4214.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2830_IM-1248-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5722.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\575_IM-2173-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_25.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4006.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2377_IM-0937-3003.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1685_IM-0449-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3274_IM-1555-0001-0001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_4568.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3774_IM-1892-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3532.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6163.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6432.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\997_IM-2479-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_5705.png,1
D:\Desktop\gan_fake_dataset\gan_fake_771.png,1
D:\Desktop\gan_fake_dataset\gan_fake_569.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4053.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3106.png,1
