image,label
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3469_IM-1685-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2826_IM-1246-1002.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1285.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\845_IM-2367-1001.dcm.png,1
D:\Fake_images\sharp\3833_IM-1936-1001.dcm.png,1
D:\Fake_images\contrast\1920_IM-0598-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2902_IM-1306-3001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\943_IM-2439-5005.dcm.png,1
D:\Fake_images\resize\2091_IM-0722-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\759_IM-2309-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\382_IM-1927-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\473_IM-2101-1002.dcm.png,1
D:\Fake_images\contrast\459_IM-2090-1001.dcm.png,1
D:\Fake_images\noise\2670_IM-1148-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\595_IM-2187-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3033_IM-1408-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5396.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\747_IM-2301-1003002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3006_IM-1388-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\938_IM-2434-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3227.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1525_IM-0340-4001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6181.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3678.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3132.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3581_IM-1761-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1024_IM-0019-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\720_IM-2281-1001.dcm.png,0
D:\Fake_images\elastic\3269_IM-1552-1002.dcm.png,1
D:\Fake_images\noise\2118_IM-0745-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1906_IM-0588-2001.dcm.png,0
D:\Fake_images\gamma\268_IM-1153-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1233_IM-0157-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3697_IM-1846-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2967.png,1
D:\Fake_images\jpeg\1271_IM-0182-4004.dcm.png,1
D:\Fake_images\sharp\3424_IM-1656-2001.dcm.png,1
D:\Fake_images\combo\435_IM-2075-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\457_IM-2088-1001-0001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6812.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4761.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3302_IM-1579-2001.dcm.png,0
D:\Fake_images\contrast\1364_IM-0237-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\557_IM-2157-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\275_IM-1200-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2625_IM-1112-0001-0002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2033_IM-0678-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2668_IM-1147-3001.dcm.png,1
D:\Fake_images\noise\3246_IM-1538-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_879.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\450_IM-2082-1001.dcm.png,0
D:\Fake_images\sharp\1900_IM-0584-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\25_IM-1024-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1370_IM-0239-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3955_IM-2021-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2170_IM-0786-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1984_IM-0641-4001-0002.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2436_IM-0976-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2661_IM-1142-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_511.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5629.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3191_IM-1505-1001.dcm.png,1
D:\Fake_images\contrast\3861_IM-1955-1001.dcm.png,1
D:\Fake_images\resize\1232_IM-0156-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_553.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2614_IM-1105-2001.dcm.png,0
D:\Fake_images\jpeg\926_IM-2425-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5804.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1676_IM-0445-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3062_IM-1428-1001.dcm.png,1
D:\Fake_images\combo\689_IM-2257-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\975_IM-2464-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3183_IM-1502-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5631.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2195_IM-0805-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2963_IM-1356-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1439_IM-0282-1001.dcm.png,1
D:\Fake_images\combo\3871_IM-1964-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1010_IM-0012-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3011_IM-1390-3003.dcm.png,0
D:\Fake_images\gamma\3602_IM-1778-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\616_IM-2200-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_164.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\624_IM-2206-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_226.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1239_IM-0160-1001.dcm.png,1
D:\Fake_images\jpeg\72_IM-2280-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2715_IM-1180-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3457_IM-1678-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\600_IM-2192-1001.dcm.png,0
D:\Fake_images\sharp\48_IM-2103-2001.dcm.png,1
D:\Fake_images\blur\1203_IM-0137-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1818_IM-0530-4004.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1982_IM-0639-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6214.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3980_IM-2039-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5731.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1296.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3137_IM-1476-1002.dcm.png,0
D:\Fake_images\jpeg\1353_IM-0230-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\397_IM-2030-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2600.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1381_IM-0245-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2840.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1876_IM-0567-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1060_IM-0042-1001.dcm.png,1
D:\Fake_images\resize\3401_IM-1645-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4779.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1058_IM-0041-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6774.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5696.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3534_IM-1727-1001.dcm.png,1
D:\Fake_images\contrast\153_IM-0343-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1839_IM-0543-13014.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1102_IM-0069-3001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\118_IM-0123-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3262_IM-1548-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1334_IM-0214-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\692_IM-2258-2001.dcm.png,0
D:\Fake_images\gamma\1222_IM-0150-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4451.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\961_IM-2452-84646001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2740_IM-1195-1001.dcm.png,0
D:\Fake_images\sharp\1720_IM-0475-4004.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2315_IM-0889-1003.dcm.png,0
D:\Fake_images\resize\3458_IM-1678-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1786_IM-0512-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4795.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\841_IM-2365-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2832_IM-1249-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6245.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\152_IM-0335-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\223_IM-0831-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3641_IM-1805-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\290_IM-1303-1001.dcm.png,1
D:\Fake_images\contrast\3668_IM-1825-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\23_IM-0879-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3938_IM-2009-3001.dcm.png,0
D:\Fake_images\jpeg\3534_IM-1727-1001.dcm.png,1
D:\Fake_images\blur\3352_IM-1608-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2058_IM-0696-2002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5483.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2257_IM-0849-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1119_IM-0080-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1817_IM-0529-4004.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3582_IM-1761-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3968_IM-2029-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1633_IM-0414-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2222_IM-0826-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3747_IM-1873-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3803.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3885_IM-1971-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1105_IM-0072-1001-0001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4666.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\340_IM-1644-4004.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5444.png,1
D:\Fake_images\gamma\2113_IM-0742-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2869.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1141_IM-0096-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\230_IM-0880-0001-0001.dcm.png,1
D:\Fake_images\noise\3699_IM-1846-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1977.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\174_IM-0488-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6522.png,1
D:\Fake_images\noise\3713_IM-1855-2001.dcm.png,1
D:\Fake_images\noise\67_IM-2243-13001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2235_IM-0833-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\57_IM-2170-1001-0001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3497_IM-1702-1002.dcm.png,0
D:\Fake_images\elastic\3208_IM-1515-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1031.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6038.png,1
D:\Desktop\gan_fake_dataset\gan_fake_708.png,1
D:\Fake_images\combo\3524_IM-1721-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2167_IM-0783-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3851.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\300_IM-1385-1002.dcm.png,1
D:\Fake_images\noise\3327_IM-1593-2001.dcm.png,1
D:\Fake_images\elastic\3856_IM-1951-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3450_IM-1673-2001.dcm.png,0
D:\Fake_images\combo\2185_IM-0795-2001.dcm.png,1
D:\Fake_images\jpeg\1868_IM-0561-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3489.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6838.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4340.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3021_IM-1396-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1598_IM-0389-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6630.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3309_IM-1583-2001.dcm.png,0
D:\Fake_images\elastic\382_IM-1927-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\668_IM-2242-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4653.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2507.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1163_IM-0108-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_3036.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\51_IM-2125-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3652_IM-1814-1001.dcm.png,1
D:\Fake_images\combo\1907_IM-0589-2001.dcm.png,1
D:\Fake_images\jpeg\3843_IM-1944-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3473_IM-1688-2002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2090_IM-0722-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6931.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1916_IM-0595-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_540.png,1
D:\Fake_images\contrast\3232_IM-1529-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1172_IM-0117-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1226_IM-0150-1002.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3347_IM-1605-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1962_IM-0628-3003.dcm.png,1
D:\Fake_images\sharp\2695_IM-1166-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\414_IM-2057-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2963_IM-1356-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1668_IM-0441-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3182_IM-1501-0001-0001.dcm.png,1
D:\Fake_images\noise\1570_IM-0372-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6170.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5604.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3895_IM-1977-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3235_IM-1532-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_2298.png,1
D:\Fake_images\noise\1803_IM-0521-1001.dcm.png,1
D:\Fake_images\resize\1384_IM-0246-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1416_IM-0265-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5677.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2623_IM-1111-2001.dcm.png,0
D:\Fake_images\resize\945_IM-2440-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2344_IM-0909-1001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_1166.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\508_IM-2125-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1350_IM-0227-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1057.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\582_IM-2179-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3078_IM-1438-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3436_IM-1663-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1855_IM-0555-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\571_IM-2170-2001.dcm.png,1
D:\Fake_images\jpeg\3614_IM-1787-4001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6064.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2378_IM-0938-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3652_IM-1814-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1643_IM-0421-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3357_IM-1610-2001.dcm.png,1
D:\Fake_images\contrast\867_IM-2387-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1386_IM-0246-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3197_IM-1508-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3222_IM-1522-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_3861.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\111_IM-0076-1002.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1382_IM-0245-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1753_IM-0494-1001.dcm.png,1
D:\Fake_images\elastic\968_IM-2458-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_173.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5644.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6911.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\228_IM-0866-3001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_2684.png,1
D:\Fake_images\blur\245_IM-0985-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\575_IM-2173-2001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_175.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\957_IM-2449-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1682_IM-0449-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3518_IM-1717-2001.dcm.png,0
D:\Fake_images\jpeg\2831_IM-1249-2001.dcm.png,1
D:\Fake_images\noise\3437_IM-1663-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2278_IM-0864-1001.dcm.png,0
D:\Fake_images\elastic\3170_IM-1494-1002.dcm.png,1
D:\Fake_images\contrast\3087_IM-1444-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\794_IM-2331-2001.dcm.png,1
D:\Fake_images\sharp\3826_IM-1932-2001.dcm.png,1
D:\Fake_images\sharp\3957_IM-2022-2001.dcm.png,1
D:\Fake_images\noise\268_IM-1153-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3236_IM-1533-2001.dcm.png,1
D:\Fake_images\gamma\3243_IM-1535-0001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3492_IM-1698-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2118_IM-0745-3001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3267_IM-1551-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3934_IM-2005-0001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3936_IM-2007-3001.dcm.png,0
D:\Desktop\gan_fake_dataset\gan_fake_6508.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6846.png,1
D:\Fake_images\resize\1526_IM-0341-1001.dcm.png,1
D:\Fake_images\resize\2401_IM-0950-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_1676.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1398_IM-0254-1001.dcm.png,1
D:\Fake_images\jpeg\3569_IM-1753-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\410_IM-2056-1002.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_6096.png,1
D:\Fake_images\blur\2685_IM-1158-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3647_IM-1809-2001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\3763_IM-1883-1001.dcm.png,0
D:\Fake_images\contrast\1257_IM-0174-1001.dcm.png,1
D:\Fake_images\elastic\2072_IM-0706-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1448_IM-0289-1001.dcm.png,1
D:\Fake_images\jpeg\2542_IM-1053-1001.dcm.png,1
D:\Fake_images\contrast\3647_IM-1809-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1107_IM-0074-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\857_IM-2378-3003.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4346.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3599_IM-1775-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\608_IM-2196-1001.dcm.png,0
D:\Fake_images\contrast\2560_IM-1064-1001.dcm.png,1
D:\Fake_images\contrast\3696_IM-1846-1002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\629_IM-2209-2001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\1276_IM-0184-3001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\2427_IM-0969-5001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1122_IM-0080-1001-0001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\215_IM-0769-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1634_IM-0414-2002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3051_IM-1420-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3285_IM-1566-2001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_36.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2809_IM-1238-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\609_IM-2197-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5477.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3025_IM-1400-1001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1711_IM-0469-1001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\2410_IM-0956-1001.dcm.png,0
C:\Users\pooji\Downloads\archive\images\images_normalized\1802_IM-0521-1001.dcm.png,0
D:\Fake_images\gamma\575_IM-2173-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1063_IM-0044-84654001.dcm.png,1
D:\Fake_images\resize\444_IM-2079-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\1975_IM-0634-3001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1947_IM-0616-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1776_IM-0508-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3778_IM-1894-1001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2321_IM-0894-3001.dcm.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3903_IM-1982-2001.dcm.png,0
C:\Users\pooji\Desktop\majoprojec t\fake_xrays\2078_IM-0710-2001.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\2350_IM-0916-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_5858.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\3004_IM-1388-1001.dcm.png,1
D:\Desktop\gan_fake_dataset\gan_fake_4860.png,1
C:\Users\pooji\Downloads\archive\images\images_normalized\3794_IM-1908-1001.dcm.png,0
D:\Fake_images\combo\1695_IM-0456-1003002.dcm.png,1
C:\Users\pooji\Desktop\majoprojec t\fake_autoencoder1\1408_IM-0260-1001.dcm.png,1
